LINEAR, 1000, 0.000542
LINEAR, 25000, 0.006713
LINEAR, 50000, 0.013828
LINEAR, 75000, 0.019258
LINEAR, 100000, 0.037505
CHAINED, 1000, 0.001087
CHAINED, 25000, 0.016772
CHAINED, 50000, 0.034151
CHAINED, 75000, 0.042665
CHAINED, 100000, 0.093966
CUCKOO, 1000, 0.002627
CUCKOO, 25000, 0.051530
CUCKOO, 50000, 0.107464
CUCKOO, 75000, 0.173718
CUCKOO, 100000, 0.236858
QUADRATIC, 1000, 0.000513
QUADRATIC, 25000, 0.008609
QUADRATIC, 50000, 0.012069
QUADRATIC, 75000, 0.015537
QUADRATIC, 100000, 0.028570
