LINEAR, -4666973841040904097, 0.001652
LINEAR, -1990597622873865019, 0.001373
LINEAR, -8223946104377861958, 0.001354
LINEAR, -8811822948555199407, 0.001371
LINEAR, 6084542585210067024, 0.001396
LINEAR, -2133629401371164667, 0.001404
LINEAR, -3119484561051954879, 0.001356
LINEAR, 656174231754866806, 0.001398
LINEAR, -5442460386740181749, 0.001388
LINEAR, -5771084477653050780, 0.002911
LINEAR, -4666973841040904097, 0.159050
LINEAR, -1990597622873865019, 0.148167
LINEAR, -8223946104377861958, 0.192338
LINEAR, -8811822948555199407, 0.085450
LINEAR, 6084542585210067024, 0.348283
LINEAR, -2133629401371164667, 0.065157
LINEAR, -3119484561051954879, 0.061499
LINEAR, 656174231754866806, 0.062938
LINEAR, -5442460386740181749, 0.070604
LINEAR, -5771084477653050780, 0.063062
LINEAR, -4666973841040904097, 0.265442
LINEAR, -1990597622873865019, 0.371779
LINEAR, -8223946104377861958, 0.282066
LINEAR, -8811822948555199407, 0.258994
LINEAR, 6084542585210067024, 0.318272
LINEAR, -2133629401371164667, 0.250794
LINEAR, -3119484561051954879, 0.277480
LINEAR, 656174231754866806, 0.278766
LINEAR, -5442460386740181749, 0.273543
LINEAR, -5771084477653050780, 0.287602
LINEAR, -4666973841040904097, 0.463098
LINEAR, -1990597622873865019, 0.433910
LINEAR, -8223946104377861958, 0.418589
LINEAR, -8811822948555199407, 0.474717
LINEAR, 6084542585210067024, 0.418126
LINEAR, -2133629401371164667, 0.427446
LINEAR, -3119484561051954879, 0.416262
LINEAR, 656174231754866806, 0.427128
LINEAR, -5442460386740181749, 0.405196
LINEAR, -5771084477653050780, 0.409638
LINEAR, -4666973841040904097, 1.331556
LINEAR, -1990597622873865019, 1.332073
LINEAR, -8223946104377861958, 1.287880
LINEAR, -8811822948555199407, 1.282996
LINEAR, 6084542585210067024, 1.266779
LINEAR, -2133629401371164667, 1.315208
LINEAR, -3119484561051954879, 1.307192
LINEAR, 656174231754866806, 1.257320
LINEAR, -5442460386740181749, 1.232860
LINEAR, -5771084477653050780, 1.418383
CHAINED, -4666973841040904097, 0.000634
CHAINED, -1990597622873865019, 0.000262
CHAINED, -8223946104377861958, 0.000273
CHAINED, -8811822948555199407, 0.000282
CHAINED, 6084542585210067024, 0.000194
CHAINED, -2133629401371164667, 0.000167
CHAINED, -3119484561051954879, 0.000176
CHAINED, 656174231754866806, 0.000191
CHAINED, -5442460386740181749, 0.000168
CHAINED, -5771084477653050780, 0.000167
CHAINED, -4666973841040904097, 0.004369
CHAINED, -1990597622873865019, 0.004056
CHAINED, -8223946104377861958, 0.005002
CHAINED, -8811822948555199407, 0.005715
CHAINED, 6084542585210067024, 0.004489
CHAINED, -2133629401371164667, 0.004695
CHAINED, -3119484561051954879, 0.004426
CHAINED, 656174231754866806, 0.003915
CHAINED, -5442460386740181749, 0.003869
CHAINED, -5771084477653050780, 0.003618
CHAINED, -4666973841040904097, 0.010098
CHAINED, -1990597622873865019, 0.009619
CHAINED, -8223946104377861958, 0.010169
CHAINED, -8811822948555199407, 0.009455
CHAINED, 6084542585210067024, 0.009726
CHAINED, -2133629401371164667, 0.010699
CHAINED, -3119484561051954879, 0.010189
CHAINED, 656174231754866806, 0.010990
CHAINED, -5442460386740181749, 0.012309
CHAINED, -5771084477653050780, 0.010753
CHAINED, -4666973841040904097, 0.015977
CHAINED, -1990597622873865019, 0.016700
CHAINED, -8223946104377861958, 0.014165
CHAINED, -8811822948555199407, 0.013783
CHAINED, 6084542585210067024, 0.013719
CHAINED, -2133629401371164667, 0.014882
CHAINED, -3119484561051954879, 0.014978
CHAINED, 656174231754866806, 0.014340
CHAINED, -5442460386740181749, 0.016013
CHAINED, -5771084477653050780, 0.014388
CHAINED, -4666973841040904097, 0.029438
CHAINED, -1990597622873865019, 0.028502
CHAINED, -8223946104377861958, 0.028354
CHAINED, -8811822948555199407, 0.032073
CHAINED, 6084542585210067024, 0.028297
CHAINED, -2133629401371164667, 0.028268
CHAINED, -3119484561051954879, 0.030751
CHAINED, 656174231754866806, 0.029036
CHAINED, -5442460386740181749, 0.028610
CHAINED, -5771084477653050780, 0.028708
CUCKOO, -4666973841040904097, 0.000516
CUCKOO, -1990597622873865019, 0.000360
CUCKOO, -8223946104377861958, 0.000353
CUCKOO, -8811822948555199407, 0.000261
CUCKOO, 6084542585210067024, 0.000242
CUCKOO, -2133629401371164667, 0.000238
CUCKOO, -3119484561051954879, 0.000231
CUCKOO, 656174231754866806, 0.000208
CUCKOO, -5442460386740181749, 0.000213
CUCKOO, -5771084477653050780, 0.000200
CUCKOO, -4666973841040904097, 0.004272
CUCKOO, -1990597622873865019, 0.004081
CUCKOO, -8223946104377861958, 0.003997
CUCKOO, -8811822948555199407, 0.003965
CUCKOO, 6084542585210067024, 0.003799
CUCKOO, -2133629401371164667, 0.003828
CUCKOO, -3119484561051954879, 0.003815
CUCKOO, 656174231754866806, 0.003879
CUCKOO, -5442460386740181749, 0.003968
CUCKOO, -5771084477653050780, 0.003841
CUCKOO, -4666973841040904097, 0.008542
CUCKOO, -1990597622873865019, 0.007557
CUCKOO, -8223946104377861958, 0.007576
CUCKOO, -8811822948555199407, 0.007891
CUCKOO, 6084542585210067024, 0.008308
CUCKOO, -2133629401371164667, 0.007868
CUCKOO, -3119484561051954879, 0.007890
CUCKOO, 656174231754866806, 0.007705
CUCKOO, -5442460386740181749, 0.007700
CUCKOO, -5771084477653050780, 0.008116
CUCKOO, -4666973841040904097, 0.011447
CUCKOO, -1990597622873865019, 0.011447
CUCKOO, -8223946104377861958, 0.011533
CUCKOO, -8811822948555199407, 0.011775
CUCKOO, 6084542585210067024, 0.012735
CUCKOO, -2133629401371164667, 0.011700
CUCKOO, -3119484561051954879, 0.012301
CUCKOO, 656174231754866806, 0.011978
CUCKOO, -5442460386740181749, 0.011574
CUCKOO, -5771084477653050780, 0.011705
CUCKOO, -4666973841040904097, 0.016211
CUCKOO, -1990597622873865019, 0.016072
CUCKOO, -8223946104377861958, 0.015790
CUCKOO, -8811822948555199407, 0.016334
CUCKOO, 6084542585210067024, 0.016543
CUCKOO, -2133629401371164667, 0.015871
CUCKOO, -3119484561051954879, 0.015959
CUCKOO, 656174231754866806, 0.015742
CUCKOO, -5442460386740181749, 0.015684
CUCKOO, -5771084477653050780, 0.015942
QUADRATIC, -4666973841040904097, 0.000509
QUADRATIC, -1990597622873865019, 0.000480
QUADRATIC, -8223946104377861958, 0.000490
QUADRATIC, -8811822948555199407, 0.000436
QUADRATIC, 6084542585210067024, 0.000421
QUADRATIC, -2133629401371164667, 0.000419
QUADRATIC, -3119484561051954879, 0.000420
QUADRATIC, 656174231754866806, 0.000412
QUADRATIC, -5442460386740181749, 0.000415
QUADRATIC, -5771084477653050780, 0.000411
QUADRATIC, -4666973841040904097, 0.105724
QUADRATIC, -1990597622873865019, 0.067369
