LINEAR, -4666973841040904097, 1000, 0.001726
LINEAR, -1990597622873865019, 1000, 0.000454
LINEAR, -8223946104377861958, 1000, 0.000378
LINEAR, -8811822948555199407, 1000, 0.000410
LINEAR, 6084542585210067024, 1000, 0.000404
LINEAR, -2133629401371164667, 1000, 0.000399
LINEAR, -3119484561051954879, 1000, 0.000400
LINEAR, 656174231754866806, 1000, 0.000431
LINEAR, -5442460386740181749, 1000, 0.000414
LINEAR, -5771084477653050780, 1000, 0.000400
LINEAR, -4666973841040904097, 25000, 0.007898
LINEAR, -1990597622873865019, 25000, 0.007851
LINEAR, -8223946104377861958, 25000, 0.006972
LINEAR, -8811822948555199407, 25000, 0.006929
LINEAR, 6084542585210067024, 25000, 0.006681
LINEAR, -2133629401371164667, 25000, 0.006747
LINEAR, -3119484561051954879, 25000, 0.006318
LINEAR, 656174231754866806, 25000, 0.006113
LINEAR, -5442460386740181749, 25000, 0.006008
LINEAR, -5771084477653050780, 25000, 0.005616
LINEAR, -4666973841040904097, 50000, 0.013039
LINEAR, -1990597622873865019, 50000, 0.013195
LINEAR, -8223946104377861958, 50000, 0.013063
LINEAR, -8811822948555199407, 50000, 0.012389
LINEAR, 6084542585210067024, 50000, 0.014649
LINEAR, -2133629401371164667, 50000, 0.015020
LINEAR, -3119484561051954879, 50000, 0.014352
LINEAR, 656174231754866806, 50000, 0.014118
LINEAR, -5442460386740181749, 50000, 0.014046
LINEAR, -5771084477653050780, 50000, 0.014412
LINEAR, -4666973841040904097, 75000, 0.018307
LINEAR, -1990597622873865019, 75000, 0.018486
LINEAR, -8223946104377861958, 75000, 0.019445
LINEAR, -8811822948555199407, 75000, 0.019957
LINEAR, 6084542585210067024, 75000, 0.020451
LINEAR, -2133629401371164667, 75000, 0.020167
LINEAR, -3119484561051954879, 75000, 0.018749
LINEAR, 656174231754866806, 75000, 0.019219
LINEAR, -5442460386740181749, 75000, 0.019224
LINEAR, -5771084477653050780, 75000, 0.018574
LINEAR, -4666973841040904097, 100000, 0.035913
LINEAR, -1990597622873865019, 100000, 0.039756
LINEAR, -8223946104377861958, 100000, 0.043147
LINEAR, -8811822948555199407, 100000, 0.048881
LINEAR, 6084542585210067024, 100000, 0.034290
LINEAR, -2133629401371164667, 100000, 0.035057
LINEAR, -3119484561051954879, 100000, 0.048396
LINEAR, 656174231754866806, 100000, 0.030599
LINEAR, -5442460386740181749, 100000, 0.029801
LINEAR, -5771084477653050780, 100000, 0.029207
CHAINED, -4666973841040904097, 1000, 0.002374
CHAINED, -1990597622873865019, 1000, 0.001065
CHAINED, -8223946104377861958, 1000, 0.000852
CHAINED, -8811822948555199407, 1000, 0.000863
CHAINED, 6084542585210067024, 1000, 0.001048
CHAINED, -2133629401371164667, 1000, 0.000893
CHAINED, -3119484561051954879, 1000, 0.000988
CHAINED, 656174231754866806, 1000, 0.001059
CHAINED, -5442460386740181749, 1000, 0.000883
CHAINED, -5771084477653050780, 1000, 0.000850
CHAINED, -4666973841040904097, 25000, 0.029220
CHAINED, -1990597622873865019, 25000, 0.018083
CHAINED, -8223946104377861958, 25000, 0.015089
CHAINED, -8811822948555199407, 25000, 0.015377
CHAINED, 6084542585210067024, 25000, 0.015286
CHAINED, -2133629401371164667, 25000, 0.015194
CHAINED, -3119484561051954879, 25000, 0.015287
CHAINED, 656174231754866806, 25000, 0.015501
CHAINED, -5442460386740181749, 25000, 0.015427
CHAINED, -5771084477653050780, 25000, 0.013252
CHAINED, -4666973841040904097, 50000, 0.043914
CHAINED, -1990597622873865019, 50000, 0.031240
CHAINED, -8223946104377861958, 50000, 0.028978
CHAINED, -8811822948555199407, 50000, 0.028722
CHAINED, 6084542585210067024, 50000, 0.028594
CHAINED, -2133629401371164667, 50000, 0.028879
CHAINED, -3119484561051954879, 50000, 0.060798
CHAINED, 656174231754866806, 50000, 0.029816
CHAINED, -5442460386740181749, 50000, 0.029463
CHAINED, -5771084477653050780, 50000, 0.031109
CHAINED, -4666973841040904097, 75000, 0.053766
CHAINED, -1990597622873865019, 75000, 0.043146
CHAINED, -8223946104377861958, 75000, 0.043130
CHAINED, -8811822948555199407, 75000, 0.043513
CHAINED, 6084542585210067024, 75000, 0.042696
CHAINED, -2133629401371164667, 75000, 0.063954
CHAINED, -3119484561051954879, 75000, 0.032784
CHAINED, 656174231754866806, 75000, 0.034147
CHAINED, -5442460386740181749, 75000, 0.033705
CHAINED, -5771084477653050780, 75000, 0.035805
CHAINED, -4666973841040904097, 100000, 0.105495
CHAINED, -1990597622873865019, 100000, 0.095317
CHAINED, -8223946104377861958, 100000, 0.084397
CHAINED, -8811822948555199407, 100000, 0.087246
CHAINED, 6084542585210067024, 100000, 0.090853
CHAINED, -2133629401371164667, 100000, 0.094962
CHAINED, -3119484561051954879, 100000, 0.091318
CHAINED, 656174231754866806, 100000, 0.145886
CHAINED, -5442460386740181749, 100000, 0.069275
CHAINED, -5771084477653050780, 100000, 0.074906
CUCKOO, -4666973841040904097, 1000, 0.003867
CUCKOO, -1990597622873865019, 1000, 0.002527
CUCKOO, -8223946104377861958, 1000, 0.002531
CUCKOO, -8811822948555199407, 1000, 0.002672
CUCKOO, 6084542585210067024, 1000, 0.001933
CUCKOO, -2133629401371164667, 1000, 0.002336
CUCKOO, -3119484561051954879, 1000, 0.003012
CUCKOO, 656174231754866806, 1000, 0.003020
CUCKOO, -5442460386740181749, 1000, 0.002222
CUCKOO, -5771084477653050780, 1000, 0.002154
CUCKOO, -4666973841040904097, 25000, 0.056643
CUCKOO, -1990597622873865019, 25000, 0.053285
CUCKOO, -8223946104377861958, 25000, 0.048324
CUCKOO, -8811822948555199407, 25000, 0.051577
CUCKOO, 6084542585210067024, 25000, 0.051772
CUCKOO, -2133629401371164667, 25000, 0.048990
CUCKOO, -3119484561051954879, 25000, 0.053147
CUCKOO, 656174231754866806, 25000, 0.049725
CUCKOO, -5442460386740181749, 25000, 0.052623
CUCKOO, -5771084477653050780, 25000, 0.049215
CUCKOO, -4666973841040904097, 50000, 0.109520
CUCKOO, -1990597622873865019, 50000, 0.108042
CUCKOO, -8223946104377861958, 50000, 0.107080
CUCKOO, -8811822948555199407, 50000, 0.117061
CUCKOO, 6084542585210067024, 50000, 0.107108
CUCKOO, -2133629401371164667, 50000, 0.103922
CUCKOO, -3119484561051954879, 50000, 0.104721
CUCKOO, 656174231754866806, 50000, 0.105039
CUCKOO, -5442460386740181749, 50000, 0.106242
CUCKOO, -5771084477653050780, 50000, 0.105910
CUCKOO, -4666973841040904097, 75000, 0.171077
CUCKOO, -1990597622873865019, 75000, 0.175251
CUCKOO, -8223946104377861958, 75000, 0.179536
CUCKOO, -8811822948555199407, 75000, 0.164308
CUCKOO, 6084542585210067024, 75000, 0.166469
CUCKOO, -2133629401371164667, 75000, 0.171722
CUCKOO, -3119484561051954879, 75000, 0.189437
CUCKOO, 656174231754866806, 75000, 0.177462
CUCKOO, -5442460386740181749, 75000, 0.174257
CUCKOO, -5771084477653050780, 75000, 0.167660
CUCKOO, -4666973841040904097, 100000, 0.231245
CUCKOO, -1990597622873865019, 100000, 0.234187
CUCKOO, -8223946104377861958, 100000, 0.259896
CUCKOO, -8811822948555199407, 100000, 0.262331
CUCKOO, 6084542585210067024, 100000, 0.220191
CUCKOO, -2133629401371164667, 100000, 0.230095
CUCKOO, -3119484561051954879, 100000, 0.259694
CUCKOO, 656174231754866806, 100000, 0.226594
CUCKOO, -5442460386740181749, 100000, 0.227198
CUCKOO, -5771084477653050780, 100000, 0.217147
QUADRATIC, -4666973841040904097, 1000, 0.000622
QUADRATIC, -1990597622873865019, 1000, 0.000553
QUADRATIC, -8223946104377861958, 1000, 0.000499
QUADRATIC, -8811822948555199407, 1000, 0.000492
QUADRATIC, 6084542585210067024, 1000, 0.000455
QUADRATIC, -2133629401371164667, 1000, 0.000457
QUADRATIC, -3119484561051954879, 1000, 0.000447
QUADRATIC, 656174231754866806, 1000, 0.000524
QUADRATIC, -5442460386740181749, 1000, 0.000559
QUADRATIC, -5771084477653050780, 1000, 0.000526
QUADRATIC, -4666973841040904097, 25000, 0.010187
QUADRATIC, -1990597622873865019, 25000, 0.009675
QUADRATIC, -8223946104377861958, 25000, 0.008367
QUADRATIC, -8811822948555199407, 25000, 0.008512
QUADRATIC, 6084542585210067024, 25000, 0.008515
QUADRATIC, -2133629401371164667, 25000, 0.008375
QUADRATIC, -3119484561051954879, 25000, 0.008262
QUADRATIC, 656174231754866806, 25000, 0.008448
QUADRATIC, -5442460386740181749, 25000, 0.008438
QUADRATIC, -5771084477653050780, 25000, 0.007308
QUADRATIC, -4666973841040904097, 50000, 0.011976
QUADRATIC, -1990597622873865019, 50000, 0.011958
QUADRATIC, -8223946104377861958, 50000, 0.011925
QUADRATIC, -8811822948555199407, 50000, 0.011912
QUADRATIC, 6084542585210067024, 50000, 0.012343
QUADRATIC, -2133629401371164667, 50000, 0.011908
QUADRATIC, -3119484561051954879, 50000, 0.012100
QUADRATIC, 656174231754866806, 50000, 0.012228
QUADRATIC, -5442460386740181749, 50000, 0.012047
QUADRATIC, -5771084477653050780, 50000, 0.012295
QUADRATIC, -4666973841040904097, 75000, 0.017597
QUADRATIC, -1990597622873865019, 75000, 0.015378
QUADRATIC, -8223946104377861958, 75000, 0.015338
QUADRATIC, -8811822948555199407, 75000, 0.015127
QUADRATIC, 6084542585210067024, 75000, 0.015367
QUADRATIC, -2133629401371164667, 75000, 0.015414
QUADRATIC, -3119484561051954879, 75000, 0.015245
QUADRATIC, 656174231754866806, 75000, 0.015309
QUADRATIC, -5442460386740181749, 75000, 0.015357
QUADRATIC, -5771084477653050780, 75000, 0.015240
QUADRATIC, -4666973841040904097, 100000, 0.027770
QUADRATIC, -1990597622873865019, 100000, 0.028317
QUADRATIC, -8223946104377861958, 100000, 0.028544
QUADRATIC, -8811822948555199407, 100000, 0.028449
QUADRATIC, 6084542585210067024, 100000, 0.028247
QUADRATIC, -2133629401371164667, 100000, 0.028161
QUADRATIC, -3119484561051954879, 100000, 0.028076
QUADRATIC, 656174231754866806, 100000, 0.028228
QUADRATIC, -5442460386740181749, 100000, 0.028030
QUADRATIC, -5771084477653050780, 100000, 0.031882
