LINEAR, 5000, -4666973841040904097, 4205, 1611, 1652, 0.007064
LINEAR, 5000, -1990597622873865019, 4173, 1541, 1712, 0.006400
LINEAR, 5000, -8223946104377861958, 4114, 1589, 1729, 0.005147
LINEAR, 5000, -8811822948555199407, 4201, 1574, 1652, 0.002032
LINEAR, 5000, 6084542585210067024, 4192, 1495, 1707, 0.003348
LINEAR, 5000, -2133629401371164667, 4180, 1651, 1643, 0.006057
LINEAR, 5000, -3119484561051954879, 4185, 1560, 1681, 0.006007
LINEAR, 5000, 656174231754866806, 4207, 1615, 1647, 0.005707
LINEAR, 5000, -5442460386740181749, 4155, 1705, 1625, 0.005646
LINEAR, 5000, -5771084477653050780, 4200, 1664, 1628, 0.005631
LINEAR, 10000, -4666973841040904097, 8397, 3167, 3348, 0.024802
LINEAR, 10000, -1990597622873865019, 8338, 3101, 3418, 0.017346
LINEAR, 10000, -8223946104377861958, 8254, 3163, 3413, 0.006006
LINEAR, 10000, -8811822948555199407, 8387, 3252, 3288, 0.005839
LINEAR, 10000, 6084542585210067024, 8395, 3119, 3353, 0.006679
LINEAR, 10000, -2133629401371164667, 8367, 3319, 3288, 0.005603
LINEAR, 10000, -3119484561051954879, 8365, 3227, 3334, 0.005577
LINEAR, 10000, 656174231754866806, 8363, 3286, 3320, 0.006831
LINEAR, 10000, -5442460386740181749, 8333, 3392, 3260, 0.005173
LINEAR, 10000, -5771084477653050780, 8414, 3302, 3276, 0.005385
LINEAR, 15000, -4666973841040904097, 12633, 4675, 5033, 0.027168
LINEAR, 15000, -1990597622873865019, 12479, 4783, 5087, 0.014908
LINEAR, 15000, -8223946104377861958, 12433, 4811, 5077, 0.012269
LINEAR, 15000, -8811822948555199407, 12560, 4853, 4999, 0.010645
LINEAR, 15000, 6084542585210067024, 12566, 4774, 5015, 0.008579
LINEAR, 15000, -2133629401371164667, 12524, 5032, 4918, 0.009614
LINEAR, 15000, -3119484561051954879, 12565, 4903, 4958, 0.008853
LINEAR, 15000, 656174231754866806, 12507, 4957, 5004, 0.010157
LINEAR, 15000, -5442460386740181749, 12516, 5063, 4906, 0.008520
LINEAR, 15000, -5771084477653050780, 12609, 4860, 4955, 0.008729
LINEAR, 20000, -4666973841040904097, 16750, 6422, 6668, 0.048214
LINEAR, 20000, -1990597622873865019, 16592, 6513, 6743, 0.014954
LINEAR, 20000, -8223946104377861958, 16615, 6391, 6747, 0.019093
LINEAR, 20000, -8811822948555199407, 16800, 6494, 6603, 0.014773
LINEAR, 20000, 6084542585210067024, 16744, 6518, 6592, 0.016204
LINEAR, 20000, -2133629401371164667, 16682, 6687, 6604, 0.015054
LINEAR, 20000, -3119484561051954879, 16749, 6546, 6630, 0.015765
LINEAR, 20000, 656174231754866806, 16701, 6641, 6603, 0.016365
LINEAR, 20000, -5442460386740181749, 16725, 6738, 6521, 0.015489
LINEAR, 20000, -5771084477653050780, 16819, 6531, 6573, 0.037031
LINEAR, 25000, -4666973841040904097, 20922, 8103, 8316, 0.058825
LINEAR, 25000, -1990597622873865019, 20743, 8194, 8412, 0.030033
LINEAR, 25000, -8223946104377861958, 20775, 8113, 8366, 0.028144
LINEAR, 25000, -8811822948555199407, 20995, 8165, 8238, 0.090427
LINEAR, 25000, 6084542585210067024, 20831, 8221, 8303, 0.047725
LINEAR, 25000, -2133629401371164667, 20844, 8393, 8237, 0.023919
LINEAR, 25000, -3119484561051954879, 20933, 8105, 8325, 0.022555
LINEAR, 25000, 656174231754866806, 20874, 8286, 8286, 0.023106
LINEAR, 25000, -5442460386740181749, 20870, 8444, 8171, 0.051993
LINEAR, 25000, -5771084477653050780, 20981, 8239, 8204, 0.047598
LINEAR, 30000, -4666973841040904097, 25052, 9803, 9986, 0.028995
LINEAR, 30000, -1990597622873865019, 24898, 9891, 10060, 0.028579
LINEAR, 30000, -8223946104377861958, 24941, 9787, 10026, 0.027049
LINEAR, 30000, -8811822948555199407, 25143, 9795, 9960, 0.025355
LINEAR, 30000, 6084542585210067024, 24968, 9858, 10029, 0.080753
LINEAR, 30000, -2133629401371164667, 25054, 10017, 9903, 0.028240
LINEAR, 30000, -3119484561051954879, 25070, 9830, 9963, 0.028798
LINEAR, 30000, 656174231754866806, 25122, 9903, 9921, 0.027936
LINEAR, 30000, -5442460386740181749, 24992, 10152, 9841, 0.027639
LINEAR, 30000, -5771084477653050780, 25139, 9957, 9828, 0.025595
LINEAR, 35000, -4666973841040904097, 29248, 11481, 11612, 0.031235
LINEAR, 35000, -1990597622873865019, 29036, 11547, 11766, 0.034973
