LINEAR, 500, -4666973841040904097, 426, 152, 154, 0.000612
LINEAR, 500, -1990597622873865019, 437, 104, 178, 0.000422
LINEAR, 500, -8223946104377861958, 402, 177, 165, 0.000340
LINEAR, 500, -8811822948555199407, 393, 149, 187, 0.000258
LINEAR, 500, 6084542585210067024, 417, 128, 179, 0.000232
LINEAR, 500, -2133629401371164667, 403, 167, 171, 0.000216
LINEAR, 500, -3119484561051954879, 429, 154, 159, 0.000197
LINEAR, 500, 656174231754866806, 428, 144, 169, 0.000214
LINEAR, 500, -5442460386740181749, 412, 153, 170, 0.000234
LINEAR, 500, -5771084477653050780, 411, 166, 165, 0.000218
LINEAR, 1000, -4666973841040904097, 839, 323, 320, 0.000638
LINEAR, 1000, -1990597622873865019, 861, 271, 337, 0.000676
LINEAR, 1000, -8223946104377861958, 791, 360, 343, 0.000573
LINEAR, 1000, -8811822948555199407, 804, 267, 365, 0.000592
LINEAR, 1000, 6084542585210067024, 821, 300, 352, 0.000629
LINEAR, 1000, -2133629401371164667, 825, 299, 350, 0.000563
LINEAR, 1000, -3119484561051954879, 840, 271, 346, 0.000577
LINEAR, 1000, 656174231754866806, 842, 303, 343, 0.000582
LINEAR, 1000, -5442460386740181749, 819, 325, 341, 0.000548
LINEAR, 1000, -5771084477653050780, 844, 331, 317, 0.000553
LINEAR, 2000, -4666973841040904097, 1690, 626, 663, 0.001570
LINEAR, 2000, -1990597622873865019, 1689, 587, 685, 0.001440
LINEAR, 2000, -8223946104377861958, 1632, 674, 688, 0.001484
LINEAR, 2000, -8811822948555199407, 1652, 595, 680, 0.001364
LINEAR, 2000, 6084542585210067024, 1659, 581, 700, 0.001894
LINEAR, 2000, -2133629401371164667, 1675, 634, 665, 0.001653
LINEAR, 2000, -3119484561051954879, 1692, 590, 667, 0.001455
LINEAR, 2000, 656174231754866806, 1689, 617, 663, 0.001531
LINEAR, 2000, -5442460386740181749, 1651, 680, 654, 0.001687
LINEAR, 2000, -5771084477653050780, 1690, 659, 643, 0.001619
LINEAR, 5000, -4666973841040904097, 4205, 1611, 1652, 0.002642
LINEAR, 5000, -1990597622873865019, 4173, 1541, 1712, 0.001941
LINEAR, 5000, -8223946104377861958, 4114, 1589, 1729, 0.004654
LINEAR, 5000, -8811822948555199407, 4201, 1574, 1652, 0.006292
LINEAR, 5000, 6084542585210067024, 4192, 1495, 1707, 0.006138
LINEAR, 5000, -2133629401371164667, 4180, 1651, 1643, 0.005723
LINEAR, 5000, -3119484561051954879, 4185, 1560, 1681, 0.005617
LINEAR, 5000, 656174231754866806, 4207, 1615, 1647, 0.005975
LINEAR, 5000, -5442460386740181749, 4155, 1705, 1625, 0.005919
LINEAR, 5000, -5771084477653050780, 4200, 1664, 1628, 0.006055
LINEAR, 10000, -4666973841040904097, 8397, 3167, 3348, 0.025646
LINEAR, 10000, -1990597622873865019, 8338, 3101, 3418, 0.011341
LINEAR, 10000, -8223946104377861958, 8254, 3163, 3413, 0.007041
LINEAR, 10000, -8811822948555199407, 8387, 3252, 3288, 0.006743
LINEAR, 10000, 6084542585210067024, 8395, 3119, 3353, 0.007555
LINEAR, 10000, -2133629401371164667, 8367, 3319, 3288, 0.006502
LINEAR, 10000, -3119484561051954879, 8365, 3227, 3334, 0.006022
LINEAR, 10000, 656174231754866806, 8363, 3286, 3320, 0.007128
LINEAR, 10000, -5442460386740181749, 8333, 3392, 3260, 0.005350
