Type, Insertions, Time
BST, 1000, 0.003671
BST, 2000, 0.012532
BST, 3000, 0.026669
BST, 4000, 0.037298
BST, 5000, 0.049803
AVL, 1000, 0.000209
AVL, 2000, 0.000306
AVL, 3000, 0.000418
AVL, 4000, 0.000529
AVL, 5000, 0.000652
TREAP, 1000, 0.000090
TREAP, 2000, 0.000107
TREAP, 3000, 0.000140
TREAP, 4000, 0.000173
TREAP, 5000, 0.000206
SKIP, 1000, 0.000076
SKIP, 2000, 0.000112
SKIP, 3000, 0.000149
SKIP, 4000, 0.000192
SKIP, 5000, 0.000255
