LINEAR, 1000, 0.001136
LINEAR, 10000, 0.008000
LINEAR, 100000, 0.109351
LINEAR, 1000000, 0.924408
LINEAR, 10000000, 8.538509
CHAINED, 1000, 0.001833
CHAINED, 10000, 0.011043
CHAINED, 100000, 0.165767
CHAINED, 1000000, 1.713266
CHAINED, 10000000, 16.451920
CUCKOO, 1000, 0.003980
CUCKOO, 10000, 0.036533
CUCKOO, 100000, 0.367882
CUCKOO, 1000000, 4.686496
CUCKOO, 10000000, 1345.318843
QUADRATIC, 1000, 0.000979
QUADRATIC, 10000, 0.008095
QUADRATIC, 100000, 0.095045
QUADRATIC, 1000000, 0.899164
QUADRATIC, 10000000, 8.687233
