LINEAR,500,-4666973841040904097,426,152,154,0.009558
LINEAR,500,-1990597622873865019,437,104,178,0.004283
LINEAR,500,-8223946104377861958,402,177,165,0.003548
LINEAR,500,-8811822948555199407,393,149,187,0.003481
LINEAR,500,6084542585210067024,417,128,179,0.003794
LINEAR,500,-2133629401371164667,403,167,171,0.004351
LINEAR,500,-3119484561051954879,429,154,159,0.003677
LINEAR,500,656174231754866806,428,144,169,0.003178
LINEAR,500,-5442460386740181749,412,153,170,0.002818
LINEAR,500,-5771084477653050780,411,166,165,0.003013
LINEAR,1000,-4666973841040904097,839,323,320,0.008661
LINEAR,1000,-1990597622873865019,861,271,337,0.007365
LINEAR,1000,-8223946104377861958,791,360,343,0.006793
LINEAR,1000,-8811822948555199407,804,267,365,0.007547
LINEAR,1000,6084542585210067024,821,300,352,0.006296
LINEAR,1000,-2133629401371164667,825,299,350,0.006087
LINEAR,1000,-3119484561051954879,840,271,346,0.005945
LINEAR,1000,656174231754866806,842,303,343,0.008098
LINEAR,1000,-5442460386740181749,819,325,341,0.006668
LINEAR,1000,-5771084477653050780,844,331,317,0.006198
LINEAR,2000,-4666973841040904097,1690,624,663,0.011285
LINEAR,2000,-1990597622873865019,1689,582,685,0.011094
LINEAR,2000,-8223946104377861958,1632,673,688,0.011988
LINEAR,2000,-8811822948555199407,1652,594,680,0.011559
LINEAR,2000,6084542585210067024,1659,577,700,0.014219
LINEAR,2000,-2133629401371164667,1675,633,665,0.012387
LINEAR,2000,-3119484561051954879,1692,581,667,0.013184
LINEAR,2000,656174231754866806,1689,616,663,0.013314
LINEAR,2000,-5442460386740181749,1651,679,654,0.010447
LINEAR,2000,-5771084477653050780,1690,658,643,0.010129
CHAINED,500,-4666973841040904097,426,152,154,0.003003
CHAINED,500,-1990597622873865019,437,104,178,0.002616
CHAINED,500,-8223946104377861958,402,177,165,0.002782
CHAINED,500,-8811822948555199407,393,149,187,0.002689
CHAINED,500,6084542585210067024,417,128,179,0.002752
CHAINED,500,-2133629401371164667,403,167,171,0.002835
CHAINED,500,-3119484561051954879,429,154,159,0.002875
CHAINED,500,656174231754866806,428,144,169,0.003058
CHAINED,500,-5442460386740181749,412,153,170,0.002828
CHAINED,500,-5771084477653050780,411,166,165,0.003120
CHAINED,1000,-4666973841040904097,839,323,320,0.005656
CHAINED,1000,-1990597622873865019,861,271,337,0.005622
CHAINED,1000,-8223946104377861958,791,360,343,0.005524
CHAINED,1000,-8811822948555199407,804,267,365,0.005249
CHAINED,1000,6084542585210067024,821,300,352,0.005215
CHAINED,1000,-2133629401371164667,825,299,350,0.004930
CHAINED,1000,-3119484561051954879,840,271,346,0.004594
CHAINED,1000,656174231754866806,842,303,343,0.004721
CHAINED,1000,-5442460386740181749,819,325,341,0.004448
CHAINED,1000,-5771084477653050780,844,331,317,0.005844
CHAINED,2000,-4666973841040904097,1690,626,663,0.010194
CHAINED,2000,-1990597622873865019,1689,587,685,0.009418
CHAINED,2000,-8223946104377861958,1632,674,688,0.009114
CHAINED,2000,-8811822948555199407,1652,595,680,0.009547
CHAINED,2000,6084542585210067024,1659,581,700,0.010968
CHAINED,2000,-2133629401371164667,1675,634,665,0.009814
CHAINED,2000,-3119484561051954879,1692,590,667,0.010352
CHAINED,2000,656174231754866806,1689,617,663,0.009618
CHAINED,2000,-5442460386740181749,1651,680,654,0.008980
CHAINED,2000,-5771084477653050780,1690,659,643,0.008984
CUCKOO,500,-4666973841040904097,426,152,154,0.003698
CUCKOO,500,-1990597622873865019,437,104,178,0.003730
CUCKOO,500,-8223946104377861958,402,177,165,0.002870
CUCKOO,500,-8811822948555199407,393,149,187,0.003531
CUCKOO,500,6084542585210067024,417,128,179,0.003628
CUCKOO,500,-2133629401371164667,403,167,171,0.003481
CUCKOO,500,-3119484561051954879,429,154,159,0.003316
CUCKOO,500,656174231754866806,428,144,169,0.003391
CUCKOO,500,-5442460386740181749,412,153,170,0.002965
CUCKOO,500,-5771084477653050780,411,166,165,0.002713
CUCKOO,1000,-4666973841040904097,839,323,320,0.006451
CUCKOO,1000,-1990597622873865019,861,271,337,0.008291
CUCKOO,1000,-8223946104377861958,791,360,343,0.006024
CUCKOO,1000,-8811822948555199407,804,267,365,0.007001
CUCKOO,1000,6084542585210067024,821,300,352,0.006211
CUCKOO,1000,-2133629401371164667,825,299,350,0.007344
CUCKOO,1000,-3119484561051954879,840,271,346,0.007398
CUCKOO,1000,656174231754866806,842,303,343,0.006868
CUCKOO,1000,-5442460386740181749,819,325,341,0.005745
CUCKOO,1000,-5771084477653050780,844,331,317,0.007185
CUCKOO,2000,-4666973841040904097,1690,626,663,0.011222
CUCKOO,2000,-1990597622873865019,1689,587,685,0.012318
CUCKOO,2000,-8223946104377861958,1632,674,688,0.010880
CUCKOO,2000,-8811822948555199407,1652,595,680,0.010500
CUCKOO,2000,6084542585210067024,1659,581,700,0.010681
CUCKOO,2000,-2133629401371164667,1675,634,665,0.010747
CUCKOO,2000,-3119484561051954879,1692,590,667,0.011121
CUCKOO,2000,656174231754866806,1689,617,663,0.010671
CUCKOO,2000,-5442460386740181749,1651,680,654,0.011017
CUCKOO,2000,-5771084477653050780,1690,659,643,0.010985
QUADRATIC,500,-4666973841040904097,426,151,154,0.003135
QUADRATIC,500,-1990597622873865019,437,104,178,0.002842
QUADRATIC,500,-8223946104377861958,402,176,165,0.002730
QUADRATIC,500,-8811822948555199407,393,145,187,0.002513
QUADRATIC,500,6084542585210067024,417,121,179,0.002804
QUADRATIC,500,-2133629401371164667,403,160,171,0.002623
QUADRATIC,500,-3119484561051954879,429,146,159,0.003063
QUADRATIC,500,656174231754866806,428,142,169,0.002968
QUADRATIC,500,-5442460386740181749,412,146,170,0.002429
QUADRATIC,500,-5771084477653050780,411,164,165,0.003158
QUADRATIC,1000,-4666973841040904097,839,314,320,0.005926
QUADRATIC,1000,-1990597622873865019,861,251,337,0.005379
QUADRATIC,1000,-8223946104377861958,791,344,343,0.005351
QUADRATIC,1000,-8811822948555199407,804,247,365,0.005251
QUADRATIC,1000,6084542585210067024,821,272,352,0.005447
QUADRATIC,1000,-2133629401371164667,825,281,350,0.005058
QUADRATIC,1000,-3119484561051954879,840,263,346,0.005144
QUADRATIC,1000,656174231754866806,842,285,343,0.005227
QUADRATIC,1000,-5442460386740181749,819,294,341,0.005025
QUADRATIC,1000,-5771084477653050780,844,321,317,0.005202
QUADRATIC,2000,-4666973841040904097,1690,595,663,0.010409
QUADRATIC,2000,-1990597622873865019,1689,526,685,0.010474
QUADRATIC,2000,-8223946104377861958,1632,646,688,0.010505
QUADRATIC,2000,-8811822948555199407,1652,580,680,0.010260
QUADRATIC,2000,6084542585210067024,1659,544,700,0.010262
QUADRATIC,2000,-2133629401371164667,1675,610,665,0.010228
QUADRATIC,2000,-3119484561051954879,1692,546,667,0.010315
QUADRATIC,2000,656174231754866806,1689,582,663,0.010450
QUADRATIC,2000,-5442460386740181749,1651,652,654,0.009934
QUADRATIC,2000,-5771084477653050780,1690,637,643,0.010602
,,,,,,
