LINEAR, 1000, 0.001560
LINEAR, 25000, 0.125655
LINEAR, 50000, 0.286474
LINEAR, 75000, 0.429411
LINEAR, 100000, 1.303225
CHAINED, 1000, 0.000251
CHAINED, 25000, 0.004415
CHAINED, 50000, 0.010401
CHAINED, 75000, 0.014894
CHAINED, 100000, 0.029204
CUCKOO, 1000, 0.000282
CUCKOO, 25000, 0.003944
CUCKOO, 50000, 0.007915
CUCKOO, 75000, 0.011820
CUCKOO, 100000, 0.016015
QUADRATIC, 1000, 0.000441
QUADRATIC, 25000, 0.068900
QUADRATIC, 50000, 0.278961
QUADRATIC, 75000, 0.392835
QUADRATIC, 100000, 1.194552
